request_rate,total_requests,successful_requests,failed_requests,total_output_tokens,effective_throughput_tps,latency_count,latency_mean_ms,latency_min_ms,latency_max_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,ttfb_count,ttfb_mean_ms,ttfb_min_ms,ttfb_max_ms,ttfb_p50_ms,ttfb_p95_ms,ttfb_p99_ms
1,10000,10000,0,2560000,2551411.158721025,10000,847.5743317138404,845.2013712376356,1003.3663101494312,846.7627726495266,853.6346503533423,855.1211532577872,10000,847.4391361717135,845.0890742242336,1003.2356847077608,846.627390012145,853.4936211071908,854.9628049880266
5,10000,10000,0,2560000,1954794.8078479534,10000,879.7544531386345,860.455272719264,1309.600368142128,879.039035178721,884.9330542609096,887.3060854710639,10000,879.6143123319373,860.3149838745594,1309.4676155596972,878.9021857082844,884.7875081002712,887.17210162431
10,10000,10000,0,2560000,2353989.482947805,10000,908.432122805342,867.4928806722164,1087.5154789537191,907.5900418683887,915.1492814533412,917.2877465747297,10000,908.2881879409775,867.3374075442553,1087.15895190835,907.4580324813724,914.9525622837245,917.1117897890508
20,10000,10000,0,2560000,2310537.239285707,10000,944.6530265320092,886.1814755946398,1107.9674270004034,941.8431026861072,962.9721563309431,965.7902267947793,10000,944.5268667107448,886.0451858490705,1107.8330092132092,941.7187515646219,962.838211003691,965.6326980702579
50,10000,10000,0,2560000,1983378.4272802803,10000,1104.8533945385366,962.2230790555477,1290.7269559800625,1102.0303796976805,1136.917573492974,1152.6923263445497,10000,1104.4957603162154,962.0022680610418,1290.5075959861279,1101.707306690514,1136.1673996783793,1151.9825450889766
