request_rate,total_requests,successful_requests,failed_requests,total_output_tokens,effective_throughput_tps,latency_count,latency_mean_ms,latency_min_ms,latency_max_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,ttfb_count,ttfb_mean_ms,ttfb_min_ms,ttfb_max_ms,ttfb_p50_ms,ttfb_p95_ms,ttfb_p99_ms
1,10000,10000,0,2474000,2012431.6738061027,10000,817.7094754585763,422.2092020791024,1229.3585080187768,845.2949186321348,849.9769449932501,851.6375165223144,10000,817.5777970089345,422.0818639732897,1229.209379060194,845.1634180964902,849.8432410415262,851.5051447274163
5,10000,10000,0,2474000,2411487.4992767777,10000,848.6583361432189,442.183509003371,1025.9227969218045,876.8917404813692,881.5988622489385,883.5347960353829,10000,848.5263580665226,442.0834400225431,1025.814071064815,876.7601039726287,881.4635185757652,883.404026941862
10,10000,10000,0,2474000,2298779.9916475127,10000,876.9154373069061,456.15211385302246,1076.2230439577252,906.4842185471207,911.802441207692,913.7031195219606,10000,876.7667736787582,456.02184790186584,1076.0586089454591,906.3490629196167,911.6639395826496,913.5546280513518
20,10000,10000,0,2474000,2250623.0248665037,10000,908.961977696768,468.28663698397577,1099.2511729709804,938.3005349664018,944.669441122096,959.829428945668,10000,908.8498519195709,468.18284085020423,1099.1426310501993,938.190673943609,944.5487154996954,959.7136397357099
50,10000,10000,0,2451794,1958841.0034161191,10000,1035.0606069067494,477.9194360598922,1251.6554410103709,1073.2511394890025,1098.8439589738846,1117.5654139672406,10000,1034.7958673347252,477.7928220573813,1249.4434439577162,1073.0418785242364,1098.613510048017,1117.1144721983003
