completed_requests,total_time_s,request_throughput_rps,output_throughput_tps,mean_ttft_ms,p99_ttft_ms,mean_tpot_ms,p99_tpot_ms,mean_itl_ms,p99_itl_ms,wall_time_s,return_code
10000,202.8,49.31,12623.46,102187.98,195654.77,18.99,19.43,19.02,27.53,242.7493121623993,0
