completed_requests,total_time_s,request_throughput_rps,output_throughput_tps,mean_ttft_ms,p99_ttft_ms,mean_tpot_ms,p99_tpot_ms,mean_itl_ms,p99_itl_ms,wall_time_s,return_code
1000,86.17,11.6,2970.8,34843.15,78016.56,68.45,104.14,68.45,123.32,96.72765135765076,0
