completed_requests,total_time_s,request_throughput_rps,output_throughput_tps,mean_ttft_ms,p99_ttft_ms,mean_tpot_ms,p99_tpot_ms,mean_itl_ms,p99_itl_ms,wall_time_s,return_code
10000,392.88,25.45,6515.92,193461.46,380244.08,37.85,38.47,37.92,64.49,434.9530909061432,0
