completed_requests,total_time_s,request_throughput_rps,output_throughput_tps,mean_ttft_ms,p99_ttft_ms,mean_tpot_ms,p99_tpot_ms,mean_itl_ms,p99_itl_ms,wall_time_s,return_code
1000,40.43,24.73,6331.63,16953.77,33819.58,36.17,38.34,36.17,74.52,50.91074752807617,0
