completed_requests,total_time_s,request_throughput_rps,output_throughput_tps,mean_ttft_ms,p99_ttft_ms,mean_tpot_ms,p99_tpot_ms,mean_itl_ms,p99_itl_ms,wall_time_s,return_code
10000,388.72,25.73,6585.78,190629.34,376772.89,37.67,38.29,37.67,63.98,430.79204535484314,0
